ticket_id,subject,body,priority,department
TKT-11513,Change account owner,We need to transfer account ownership from admin@techfirm.io to cto@startup.dev. Alex Kim has left the company and Rachel Adams will be the new admin.,High,Account
TKT-11672,Data export failing,"When I try to export reports as CSV, the download starts but fails at about 60%. File size should be around 120MB. Using Edge on Windows 11.",Low,Technical
TKT-10343,Change account owner,We need to transfer account ownership from ops@startup.dev to team@retailco.com. John Doe has left the company and Lisa Wang will be the new admin.,High,Account
TKT-10031,Request for invoice copy,Could you please send me a copy of my invoice for February? I need it for my expense report. Account AC-100046.,Medium,Billing
TKT-11205,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every monthly. I can't find this option in the Growth plan. Is it available or do I need to upgrade?,Low,Product
TKT-10140,Documentation unclear,The docs for the team collaboration API endpoint are missing examples for compliance reporting. I've spent 5 hours trying to figure out the correct request format. Can you provide a working example?,High,Product
TKT-10672,Webhook delivery failures,We're not receiving webhooks at our endpoint since yesterday. The webhook URL is correctly configured. Our server returns 200 OK but your dashboard shows delivery failures.,Medium,Technical
TKT-10279,Wrong item shipped,I ordered laptop sleeve but received phone charger instead. Order #700147. I need the correct item sent and a return label for the wrong one.,Medium,Shipping
TKT-10117,Report generation timeout,"Generating the monthly summary report times out after 45 seconds. The report covers 50,000 records. This worked fine last month with similar data volume.",Medium,Technical
TKT-10055,Feature request: bulk import,"We'd love the ability to bulk import records via CSV upload. Currently we have to add entries one by one, which is impractical for our 50,000-record dataset.",Medium,Product
TKT-10680,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every Monday morning. I can't find this option in the Professional plan. Is it available or do I need to upgrade?,High,Product
TKT-10418,Add team members,I need to add 5 new users to our Starter plan. Their email addresses are attached. Please confirm if this affects our pricing.,Medium,Account
TKT-11010,Beta feature feedback,"I've been testing the new advanced analytics beta. Overall it's great, but I found 3 issues: the filter doesn't apply to grouped views, and export drops the last column.",High,Product
TKT-10640,Integration with third-party tool,Do you support integration with Slack? We use it heavily for customer onboarding and having a native connector would save us hours of manual data transfer each Monday morning.,High,Product
TKT-10898,Upgrade plan request,I'd like to upgrade from the Business to the Professional plan. We currently have 10 users and need the additional features. What's the process?,High,Account
TKT-10467,Cannot connect to API,Our integration is returning RATE_LIMIT_429 errors when calling the /v2/data endpoint. This started around 2:15 PM UTC today. API key is still valid. Please check server-side logs.,Low,Technical
TKT-11765,Need to cancel and get refund,I want to cancel my Starter subscription and get a prorated refund for the remaining 5 days. Account admin@techfirm.io. Please process ASAP.,Low,Account
TKT-11345,Integration with third-party tool,Do you support integration with Google Sheets? We use it heavily for compliance reporting and having a native connector would save us hours of manual data transfer each Monday morning.,Low,Product
TKT-11325,Suggestion for UI improvement,The current layout of the custom dashboards page requires too many clicks to accomplish basic tasks. Suggest adding a quick-action toolbar or keyboard shortcuts for power users.,Medium,Product
TKT-10003,Data deletion request,"Per our company policy, I'm requesting complete deletion of all data associated with account jdoe@acmecorp.com. Please confirm when this is done and provide a confirmation reference.",Low,Account
TKT-11399,Damaged package,My order #700128 arrived with significant damage to the packaging and the monitor stand inside is broken. I've attached photos. Please send a replacement.,Medium,Shipping
TKT-11020,Comparison with competitor,"I'm evaluating your product against Zendesk. Can you provide a comparison of features, especially around custom dashboards and white-label options? We're a 150-person company.",Urgent,Product
TKT-11040,Integration with third-party tool,Do you support integration with Zapier? We use it heavily for customer onboarding and having a native connector would save us hours of manual data transfer each monthly.,Urgent,Product
TKT-10879,Wrong item shipped,I ordered USB-C hub but received HDMI cable instead. Order #700143. I need the correct item sent and a return label for the wrong one.,Medium,Shipping
TKT-11364,Order not received,My order #700130 was supposed to arrive by March 10 but I still haven't received it. Tracking number 1Z9999927 shows it's been in transit for 14 days.,Medium,Shipping
TKT-11962,Need help,I have an issue with my account AC-100023. Something isn't working right. Can someone look into it?,Urgent,Account
TKT-10922,Cannot connect to API,Our integration is returning RATE_LIMIT_429 errors when calling the /v2/data endpoint. This started around 11:00 AM PST today. API key is still valid. Please check server-side logs.,Medium,Technical
TKT-11964,Unhappy customer,"I've been having nothing but problems. The workflow automation doesn't work, I was overcharged $12.99, and my last order #700106 never arrived. Please fix all of this.",High,Product
TKT-10722,Data export failing,"When I try to export reports as CSV, the download starts but fails at about 60%. File size should be around 50MB. Using Chrome on Windows 10.",Low,Technical
TKT-10878,Upgrade plan request,I'd like to upgrade from the Professional to the Premium plan. We currently have 50 users and need the additional features. What's the process?,Low,Account
TKT-11970,Question about my account,"Hi, I have some questions about my Growth plan. Can you explain the features and also why my bill is $12.99? Account ops@startup.dev.",Medium,Account
TKT-10995,Suggestion for UI improvement,The current layout of the team collaboration page requires too many clicks to accomplish basic tasks. Suggest adding a quick-action toolbar or keyboard shortcuts for power users.,Low,Product
TKT-11159,Wrong item shipped,I ordered docking station but received webcam instead. Order #700146. I need the correct item sent and a return label for the wrong one.,High,Account
TKT-10422,SSO login not working,Our team cannot log in via SSO since February 28. We use Okta as our identity provider. Regular email/password login still works. Error message: 'Certificate mismatch'.,High,Technical
